Id,'Gas_Connection','Fireplace','Entrance_Hall','Kitchenette','Equipped',Garage_Type,'Furnished','Drainage','Telephone','Guest_Bathroom','BBQ_Area','Living_Room','Nearby_Parks','Solarium',Commercial_Use,Province,'Internal_Garden',Garages,'Electricity','Patio','Children_Playground',Type,Number_Bathrooms,'Green_Areas','Electric_Doorman',Construction_Area_m2,'Intercom','Near_Sea','Sauna','Cinema_Room','Cleaning_Service','Terrace',Construction_Area,'Sports_Area','Security_System',Location,'Water_Heater',Professional_Use,Match,'Club_House','Internal_Park','Laundry_Room','Nearby_Schools','Balcony','Attic','Oceanfront','Security_Guard',Natural_Light,'Swimming_Pool','Electric_Fence',Advertiser,'Air_Conditioning','Hall','Nearby_Shopping_Centers','Kitchen','Water','Basement','Independent_Bathroom','Walk_in_Closet',Age,Number_Floors,'Daily_Dining_Room','Grill','Closet',Publication_Date,'Internet','Sauna_Area',Bedrooms,Pets,'Kitchen_with_Cabinets','Service_Room','Garden','Storage_Room',Beach_Resort,'Cable','Gym','Jacuzzi','Independent_Entrance','Handicap_Access','Dining_Room','Office',Total_Area_m2,'Heating',District,'Daycare',Property_Condition,'Internet_Room','Service_Bathroom',Price
854,0,1,0,0,1,Not specified,1,1,0,1,1,0,Not specified,0,Not specified,Lima,0,5,1,0,1,Casa de campo,5,1,0,335,0,Not specified,0,0,0,0,335.00 m2,1,0,Lurigancho-Lima,1,Not specified,0.0,0,0,0,Not specified,0,0,Not specified,1,Muy luminoso,0,0,Carlos Bonomini  Giannoni,0,0,Not specified,1,1,0,0,0,3,1.0,1,1,0,Publicado el 10.09.19,1,0,4,Si,1,1,1,1,Nulo,1,0,0,Not specified,Not specified,1,0,1050,0,Lurigancho,0,Excelente,0,1,445000
855,0,0,Not specified,0,0,Paralelas,0,0,1,1,Not specified,0,1,Not specified,Not specified,Lima,0,1,1,0,Not specified,Casa,5,Not specified,0,353,1,0,0,Not specified,0,0,353.50 m2,Not specified,0,SantiagoDeSurco-Lima,1,Not specified,0.0,Not specified,Not specified,0,1,1,0,0,0,Muy luminoso,Not specified,0,No disponible,0,0,1,1,1,0,0,0,4,3.0,0,1,0,Publicado el 09.08.19,1,Not specified,5+,Si,1,1,Not specified,1,Nulo,0,Not specified,0,0,0,1,0,250,0,SantiagoDeSurco,Not specified,Muy bueno,Not specified,1,470000
856,Not specified,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,0,Not specified,0,1,Not specified,Not specified,Lima,0,1,Not specified,0,Not specified,Casa,3,Not specified,Not specified,145,Not specified,0,Not specified,Not specified,Not specified,0,145.84 m2,Not specified,Not specified,SanBorja-Lima,Not specified,Not specified,0.0,Not specified,Not specified,0,0,0,0,0,Not specified,Not specified,Not specified,Not specified,MASTERHOUSE,Not specified,0,1,1,Not specified,0,0,0,3,3.0,1,Not specified,0,Publicado el 10.07.19,Not specified,Not specified,3,Si,Not specified,0,Not specified,0,Nulo,Not specified,Not specified,Not specified,0,0,1,0,73,Not specified,SanBorja,Not specified,Not specified,Not specified,0,260000
857,0,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,0,1,Not specified,1,Not specified,Not specified,Not specified,Lima,0,1,1,0,Not specified,Casa,5,Not specified,Not specified,480,Not specified,Not specified,Not specified,Not specified,0,1,480.00 m2,Not specified,0,Miraflores-Lima,Not specified,Not specified,0.0,Not specified,Not specified,1,Not specified,1,1,Not specified,1,Not specified,Not specified,Not specified,No disponible,Not specified,1,Not specified,1,1,0,0,1,3,2.0,1,Not specified,1,Publicado el 12.08.19,0,Not specified,3,Si,Not specified,1,Not specified,1,Nulo,0,Not specified,Not specified,Not specified,Not specified,1,0,480,Not specified,Miraflores,Not specified,Not specified,Not specified,1,1350000
858,Not specified,1,0,0,0,NoTiene,0,0,Not specified,1,0,0,Not specified,0,Not specified,Lima,1,0,Not specified,1,0,Casa,4,0,0,360,0,Not specified,0,0,Not specified,1,360.00 m2,0,Not specified,Cieneguilla-Lima,0,Not specified,0.0,0,0,0,Not specified,0,0,Not specified,Not specified,Not specified,1,0,No disponible,0,1,Not specified,1,Not specified,0,0,1,1,2.0,0,1,0,Publicado el 12.08.19,Not specified,0,5+,Si,0,1,1,0,Nulo,Not specified,0,0,Not specified,Not specified,1,0,2653,0,Cieneguilla,0,Muy bueno,0,1,1350000
859,Not specified,Not specified,1,0,Not specified,Not specified,Not specified,Not specified,Not specified,0,0,1,Not specified,0,Not specified,Lima,0,2,Not specified,1,0,Casa,4,0,Not specified,242,Not specified,Not specified,Not specified,0,Not specified,0,242.00 m2,0,Not specified,SantiagoDeSurco-Lima,Not specified,Not specified,0.0,0,0,1,Not specified,0,0,Not specified,Not specified,Not specified,0,Not specified,No disponible,Not specified,1,Not specified,1,Not specified,0,0,0,2,3.0,0,Not specified,0,Publicado el 16.09.19,Not specified,0,5+,Si,Not specified,1,0,0,Nulo,Not specified,0,Not specified,Not specified,Not specified,1,1,120,Not specified,SantiagoDeSurco,0,Bueno,0,1,376000
860,Not specified,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,1,Not specified,0,Not specified,Not specified,Not specified,Lima,0,3,Not specified,0,Not specified,Casa,3,Not specified,Not specified,615,Not specified,Not specified,Not specified,Not specified,Not specified,0,615.00 m2,Not specified,Not specified,SanIsidro-Lima,Not specified,Not specified,0.0,Not specified,Not specified,0,Not specified,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,CORRETAJES PELUSA,Not specified,0,Not specified,1,Not specified,0,0,0,1,3.0,0,Not specified,0,Publicado el 10.09.19,Not specified,Not specified,4,Si,Not specified,1,Not specified,0,Nulo,Not specified,Not specified,Not specified,Not specified,Not specified,1,0,333,Not specified,SanIsidro,Not specified,Not specified,Not specified,1,1250000
861,Not specified,Not specified,1,0,Not specified,Not specified,Not specified,Not specified,Not specified,0,0,1,Not specified,0,Not specified,Lima,0,4,Not specified,0,0,Casa,4,0,Not specified,700,Not specified,Not specified,Not specified,0,Not specified,1,700.00 m2,0,Not specified,LaMolina-Lima,Not specified,Not specified,0.0,0,0,1,Not specified,0,0,Not specified,Not specified,Not specified,1,Not specified,No disponible,Not specified,1,Not specified,1,Not specified,0,0,0,3,2.0,1,Not specified,0,Publicado el 03.09.19,Not specified,0,4,Si,Not specified,1,1,0,Nulo,Not specified,0,Not specified,Not specified,Not specified,1,1,1198,Not specified,LaMolina,0,Bueno,0,1,1210000
862,Not specified,Not specified,1,0,Not specified,Paralelas,Not specified,Not specified,Not specified,0,0,1,Not specified,0,Not specified,Lima,1,4,Not specified,0,0,Casa,5,0,Not specified,500,Not specified,Not specified,Not specified,0,Not specified,1,500.00 m2,0,Not specified,LaMolina-Lima,Not specified,Not specified,0.0,0,0,1,Not specified,0,0,Not specified,Not specified,Not specified,1,Not specified,No disponible,Not specified,1,Not specified,0,Not specified,0,0,1,1,2.0,1,Not specified,0,Publicado el 16.09.19,Not specified,0,4,Si,Not specified,1,1,0,Nulo,Not specified,1,Not specified,Not specified,Not specified,1,1,1000,Not specified,LaMolina,0,Not specified,0,1,1590000
863,Not specified,Not specified,1,0,Not specified,Not specified,Not specified,Not specified,Not specified,0,0,1,Not specified,0,Not specified,Lima,1,1,Not specified,1,0,Casa,3,0,Not specified,249,Not specified,Not specified,Not specified,0,Not specified,1,249.00 m2,0,Not specified,SantiagoDeSurco-Lima,Not specified,Not specified,0.0,0,0,1,Not specified,0,0,Not specified,Not specified,Not specified,0,Not specified,Luis Fernando,Not specified,1,Not specified,1,Not specified,0,0,1,3,3.0,1,Not specified,0,Publicado el 16.09.19,Not specified,0,5+,Si,Not specified,1,1,0,Nulo,Not specified,0,Not specified,Not specified,Not specified,1,1,102,Not specified,SantiagoDeSurco,0,Muy bueno,0,1,310000
864,0,0,0,0,0,Paralelas,0,1,1,1,1,0,1,0,Not specified,Lima,0,4,1,0,0,Casa,5,0,0,383,1,0,0,0,0,0,383.00 m2,0,0,SantiagoDeSurco-Lima,1,Not specified,0.0,0,0,0,1,1,0,0,1,Muy luminoso,0,1,Remax Concept,0,0,1,1,1,0,0,0,3,2.0,1,1,0,Publicado el 30.08.19,1,0,5+,Si,1,1,1,1,Nulo,1,0,0,0,0,1,0,468,0,SantiagoDeSurco,0,Bueno,0,1,720000
865,1,0,Not specified,0,1,Paralelas,0,1,0,1,Not specified,0,1,Not specified,No,Lima,0,3,1,0,Not specified,Casa,5,Not specified,1,200,1,0,1,Not specified,0,0,200.00 m2,Not specified,0,SantiagoDeSurco-Lima,1,No,0.0,Not specified,Not specified,0,1,1,0,0,1,Muy luminoso,Not specified,0,INMOBILIARIA INHOUSE,0,0,1,1,1,0,0,0,3,3.0,1,1,0,Publicado el 03.09.19,0,Not specified,5+,Si,1,1,Not specified,0,Nulo,0,Not specified,0,0,0,1,0,119,0,SantiagoDeSurco,Not specified,Excelente,Not specified,1,390000
866,Not specified,1,1,0,0,Paralelas,0,0,Not specified,0,0,1,Not specified,0,Not specified,Lima,1,3,Not specified,1,0,Casa,3,0,0,332,0,Not specified,0,0,Not specified,1,332.00 m2,0,Not specified,LaMolina-Lima,0,Not specified,0.0,0,0,1,Not specified,0,0,Not specified,Not specified,Not specified,1,0,No disponible,0,1,Not specified,1,Not specified,0,0,1,1,2.0,1,0,0,Publicado el 08.09.19,Not specified,0,4,Si,0,1,1,0,Nulo,Not specified,0,0,Not specified,Not specified,1,1,1005,0,LaMolina,0,Not specified,0,1,1300000
867,0,Not specified,Not specified,Not specified,Not specified,NoTiene,Not specified,Not specified,1,Not specified,Not specified,Not specified,1,Not specified,No,Lima,Not specified,0,1,Not specified,Not specified,Casa,5,Not specified,Not specified,200,Not specified,0,Not specified,Not specified,0,Not specified,200.00 m2,Not specified,0,CercadoDeLima-Lima,Not specified,No,0.0,Not specified,Not specified,Not specified,1,Not specified,Not specified,0,0,Luminoso,Not specified,Not specified,VIVALIA Grupo Inmobiliario,Not specified,Not specified,1,Not specified,1,Not specified,Not specified,Not specified,7,2.0,Not specified,Not specified,Not specified,Publicado el 18.05.19,1,Not specified,5+,Si,Not specified,Not specified,Not specified,Not specified,Nulo,1,Not specified,Not specified,0,0,Not specified,Not specified,467,Not specified,CercadoDeLima,Not specified,Regular,Not specified,Not specified,502000
868,0,0,1,0,0,Paralelas,0,0,0,0,0,1,Not specified,0,Not specified,Lima,0,2,0,1,0,Casa en condominio,4,0,0,233,0,Not specified,0,0,0,1,233.00 m2,0,0,SantiagoDeSurco-Lima,0,Not specified,0.0,0,0,1,Not specified,0,0,Not specified,1,Not specified,0,0,ID Propiedades,0,1,Not specified,1,0,0,0,1,2,2.0,1,1,0,Publicado el 03.09.19,0,0,3,Si,0,1,1,0,Nulo,0,0,0,Not specified,Not specified,1,0,325,0,SantiagoDeSurco,0,Bueno,0,1,580000
869,0,0,0,0,0,NoTiene,0,1,1,1,0,0,Not specified,0,Not specified,Lima,0,0,1,0,0,Casa en condominio,5,0,0,76,0,Not specified,0,0,0,0,76.00 m2,1,0,Carabayllo-Lima,0,Not specified,0.0,0,0,0,Not specified,0,1,Not specified,1,Not specified,0,0,CENTURY 21 Delta Excellence,0,0,Not specified,1,1,0,0,0,3,3.0,0,0,0,Publicado el 10.09.19,1,0,2,Si,1,0,0,0,Nulo,0,0,0,Not specified,Not specified,1,0,76,0,Carabayllo,0,Not specified,0,0,45000
870,Not specified,1,1,0,0,Paralelas,0,0,Not specified,0,0,1,Not specified,0,Not specified,Lima,1,4,Not specified,1,0,Casa,5,0,0,551,0,Not specified,0,0,Not specified,1,551.00 m2,0,Not specified,LaMolina-Lima,0,Not specified,0.0,0,0,1,Not specified,0,0,Not specified,Not specified,Not specified,1,0,No disponible,1,1,Not specified,1,Not specified,0,0,1,9,2.0,1,1,0,Publicado el 19.09.19,Not specified,0,4,Si,0,1,1,0,Nulo,Not specified,0,1,Not specified,Not specified,1,1,1196,0,LaMolina,0,Not specified,0,1,2200000
871,Not specified,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,0,Not specified,1,1,Not specified,Not specified,Lima,1,2,Not specified,0,Not specified,Casa,4,Not specified,Not specified,473,Not specified,0,Not specified,Not specified,Not specified,1,473.00 m2,Not specified,Not specified,SanIsidro-Lima,Not specified,Not specified,0.0,Not specified,Not specified,1,1,0,0,0,Not specified,Not specified,Not specified,Not specified,MASTERHOUSE,Not specified,1,1,1,Not specified,0,0,0,3,3.0,0,Not specified,0,Publicado el 29.08.19,Not specified,Not specified,4,Si,Not specified,0,Not specified,0,Nulo,Not specified,Not specified,Not specified,0,0,1,0,473,Not specified,SanIsidro,Not specified,Not specified,Not specified,0,970000
872,Not specified,1,1,0,0,Paralelas,0,0,Not specified,0,0,1,Not specified,0,Not specified,Lima,1,5,Not specified,1,0,Casa de campo,3,0,0,1000,0,Not specified,0,0,Not specified,1,1000.00 m2,0,Not specified,Pachacamac-Lima,0,Not specified,0.0,0,0,1,Not specified,0,0,Not specified,Not specified,Not specified,1,0,No disponible,0,1,Not specified,1,Not specified,0,0,0,9,1.0,0,1,0,Publicado el 13.09.19,Not specified,0,3,Si,0,1,1,0,Nulo,Not specified,0,0,Not specified,Not specified,1,0,9000,0,Pachacamac,0,Muy bueno,0,1,1790000
873,Not specified,Not specified,Not specified,0,Not specified,Paralelas,Not specified,Not specified,Not specified,1,Not specified,0,0,Not specified,Not specified,Piura,0,2,Not specified,0,Not specified,Casa de Playa,5,Not specified,Not specified,700,Not specified,0,Not specified,Not specified,Not specified,1,700.00 m2,Not specified,Not specified,Colan-Piura,Not specified,Not specified,0.0,Not specified,Not specified,1,0,0,0,1,Not specified,Not specified,Not specified,Not specified,No disponible,Not specified,1,0,1,Not specified,0,0,0,4,2.0,0,Not specified,0,Publicado el 12.09.19,Not specified,Not specified,5+,Si,Not specified,1,Not specified,0,Colan,Not specified,Not specified,Not specified,0,0,1,0,1120,Not specified,Colan,Not specified,Not specified,Not specified,1,720000
874,Not specified,1,1,0,0,Not specified,0,0,Not specified,0,0,1,Not specified,0,Not specified,Lima,1,4,Not specified,1,0,Casa,5,0,0,484,0,Not specified,0,0,Not specified,1,484.00 m2,0,Not specified,LaMolina-Lima,0,Not specified,0.0,0,0,1,Not specified,0,0,Not specified,Not specified,Not specified,1,0,No disponible,1,1,Not specified,1,Not specified,0,0,1,9,2.0,1,1,0,Publicado el 09.08.19,Not specified,0,4,Si,0,1,1,0,Nulo,Not specified,0,0,Not specified,Not specified,1,1,463,0,LaMolina,0,Not specified,0,1,1150000
875,Not specified,0,0,0,1,Not specified,1,0,Not specified,1,0,0,Not specified,0,Not specified,Lima,0,2,Not specified,0,0,Casa de Playa,4,0,0,120,0,Not specified,0,0,Not specified,1,120.00 m2,0,Not specified,Asia-Lima,0,Not specified,0.0,0,0,1,Not specified,0,0,Not specified,Not specified,Not specified,0,0,No disponible,0,1,Not specified,1,Not specified,0,0,0,3,3.0,0,0,0,Publicado el 10.09.19,Not specified,0,3,Si,0,1,1,0,Not specified,Not specified,0,0,Not specified,Not specified,1,0,120,0,Asia,0,Not specified,0,1,298500
876,Not specified,0,1,0,0,Paralelas,0,0,Not specified,0,0,0,Not specified,0,Not specified,Lima,0,5,Not specified,0,0,Casa en condominio,5,0,0,440,0,Not specified,1,0,Not specified,0,440.00 m2,0,Not specified,SantiagoDeSurco-Lima,0,Not specified,0.0,0,0,0,Not specified,0,0,Not specified,Not specified,Not specified,1,0,No disponible,0,1,Not specified,0,Not specified,0,0,1,2,2.0,0,1,0,Publicado el 07.08.19,Not specified,0,5+,Si,0,0,0,0,Nulo,Not specified,0,0,Not specified,Not specified,1,1,940,0,SantiagoDeSurco,0,Remodelado,0,0,1500000
877,Not specified,0,0,0,0,Paralelas,0,0,Not specified,0,0,0,Not specified,0,Not specified,Lima,0,3,Not specified,0,0,Casa,5,0,0,450,0,Not specified,1,0,Not specified,1,450.00 m2,0,Not specified,LaMolina-Lima,0,Not specified,0.0,0,0,0,Not specified,0,0,Not specified,Not specified,Not specified,1,0,No disponible,0,1,Not specified,1,Not specified,0,0,0,3,2.0,1,0,0,Publicado el 05.08.19,Not specified,0,5+,Si,0,1,1,0,Nulo,Not specified,0,0,Not specified,Not specified,1,0,2100,0,LaMolina,0,Not specified,0,0,3150000
878,Not specified,0,0,0,0,Paralelas,0,0,Not specified,1,0,1,Not specified,0,Not specified,Lima,0,2,Not specified,1,0,Casa,5,0,0,400,0,Not specified,0,0,Not specified,1,400.00 m2,0,Not specified,LaMolina-Lima,0,Not specified,0.0,0,0,1,Not specified,0,0,Not specified,Not specified,Not specified,1,0,No disponible,0,1,Not specified,1,Not specified,0,0,0,3,3.0,1,1,0,Publicado el 16.08.19,Not specified,0,4,Si,0,1,1,0,Nulo,Not specified,0,0,Not specified,Not specified,1,1,380,0,LaMolina,0,Bueno,0,1,485000
879,Not specified,0,1,0,0,Paralelas,0,0,Not specified,0,0,1,Not specified,0,Not specified,Lima,1,2,Not specified,0,0,Casa,3,0,0,300,0,Not specified,0,0,Not specified,0,300.00 m2,0,Not specified,Miraflores-Lima,0,Not specified,0.0,0,0,1,Not specified,0,0,Not specified,Not specified,Not specified,1,0,Hogar & Estilo Inmobiliaria,0,1,Not specified,1,Not specified,0,0,0,2,2.0,1,1,0,Publicado el 02.07.19,Not specified,0,3,Si,0,1,1,0,Nulo,Not specified,0,0,Not specified,Not specified,0,1,473,0,Miraflores,0,Muy bueno,0,1,1138500
880,Not specified,1,1,0,0,Paralelas,0,0,Not specified,1,0,1,Not specified,0,Not specified,Lima,1,3,Not specified,1,0,Casa,3,0,0,275,0,Not specified,0,0,Not specified,1,275.00 m2,0,Not specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,620000
881,Not specified,Not specified,1,0,Not specified,Lineales,Not specified,Not specified,Not specified,1,0,0,Not specified,0,Not specified,Lima,1,2,Not specified,1,0,Casa,3,0,Not specified,200,Not specified,Not specified,Not specified,0,Not specified,1,200.00 m2,0,Not specified,Miraflores-Lima,Not specified,Not specified,0.0,0,0,1,Not specified,0,0,Not specified,Not specified,Not specified,0,Not specified,No disponible,Not specified,1,Not specified,1,Not specified,0,0,1,4,2.0,1,Not specified,0,Publicado el 27.08.19,Not specified,0,5+,Si,Not specified,1,1,0,Nulo,Not specified,0,Not specified,Not specified,Not specified,1,1,280,Not specified,Miraflores,0,A Remodelar,0,1,499000
882,Not specified,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,1,Not specified,1,Not specified,Not specified,Not specified,Lima,0,2,Not specified,0,Not specified,Casa en condominio,3,Not specified,Not specified,160,Not specified,Not specified,Not specified,Not specified,Not specified,0,160.00 m2,Not specified,Not specified,SantiagoDeSurco-Lima,Not specified,Not specified,0.0,Not specified,Not specified,1,Not specified,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,No disponible,Not specified,1,Not specified,1,Not specified,0,0,0,1,3.0,0,Not specified,0,Publicado el 15.08.19,Not specified,Not specified,3,Si,Not specified,1,Not specified,0,Nulo,Not specified,Not specified,Not specified,Not specified,Not specified,1,1,90,Not specified,SantiagoDeSurco,Not specified,Not specified,Not specified,1,420000
883,0,0,0,0,0,Paralelas,0,0,0,1,0,0,1,0,Not specified,Lima,0,1,1,0,0,Casa,5,1,0,500,0,0,0,0,0,0,500.00 m2,0,0,SantiagoDeSurco-Lima,1,Not specified,0.0,0,0,0,0,1,0,0,0,Luminoso,0,0,OpciÃ³n Uno Inmobiliaria,0,0,1,1,1,0,0,0,3,3.0,1,0,0,Publicado el 20.07.19,0,0,5+,Si,1,1,0,1,Nulo,0,0,0,0,0,1,0,300,0,SantiagoDeSurco,0,Regular,0,1,580000
884,0,0,1,0,0,Paralelas,0,0,0,1,0,1,Not specified,0,Not specified,Lima,1,2,0,1,0,Casa en condominio,4,0,0,250,0,Not specified,0,0,0,1,250.00 m2,0,0,LaMolina-Lima,0,Not specified,0.0,0,0,1,Not specified,0,0,Not specified,1,Not specified,0,0,No disponible,0,1,Not specified,1,0,1,0,1,1,2.0,1,1,0,Publicado el 29.08.19,0,0,4,Si,0,1,1,0,Nulo,0,0,0,Not specified,Not specified,1,1,300,0,LaMolina,0,Not specified,0,1,580000
885,Not specified,0,Not specified,0,0,Not specified,0,0,Not specified,1,Not specified,0,1,Not specified,Not specified,Lima,0,4,Not specified,0,Not specified,Casa,4,Not specified,0,182,0,0,0,Not specified,Not specified,0,182.42 m2,Not specified,Not specified,Surquillo-Lima,0,Not specified,0.0,Not specified,Not specified,0,1,0,0,0,Not specified,Not specified,Not specified,0,MASTERHOUSE,0,0,1,1,Not specified,0,0,0,3,3.0,0,0,0,Publicado el 01.07.19,Not specified,Not specified,4,Si,1,1,Not specified,0,Nulo,Not specified,Not specified,0,0,0,1,0,182,0,Surquillo,Not specified,Not specified,Not specified,1,380000
886,0,0,Not specified,0,0,Paralelas,0,1,1,1,Not specified,0,0,Not specified,No,Lima,0,5,1,0,Not specified,Casa,5,Not specified,1,520,1,0,1,Not specified,1,0,520.00 m2,Not specified,1,LaMolina-Lima,1,No,0.0,Not specified,Not specified,0,1,1,0,0,0,Muy luminoso,Not specified,1,VENTAS PRIMERAS - PATRICIA SALAZAR,0,0,1,0,1,0,0,0,4,2.0,1,0,0,Publicado el 03.08.19,0,Not specified,4,Si,1,1,Not specified,0,Nulo,0,Not specified,1,0,0,0,0,623,0,LaMolina,Not specified,Excelente,Not specified,1,1330000
887,Not specified,1,0,0,0,Not specified,0,0,Not specified,0,0,1,Not specified,0,Not specified,Lima,1,5,Not specified,0,0,Casa,3,0,0,600,0,Not specified,0,0,Not specified,1,600.00 m2,0,Not specified,LaMolina-Lima,0,Not specified,0.0,0,0,1,Not specified,0,0,Not specified,Not specified,Not specified,1,0,Bricksperu,0,1,Not specified,1,Not specified,0,0,0,2,3.0,0,1,0,Publicado el 18.09.19,Not specified,0,4,Si,0,1,1,0,Nulo,Not specified,0,0,Not specified,Not specified,1,0,1300,0,LaMolina,0,Muy bueno,0,1,1150000
888,Not specified,0,1,0,0,Not specified,0,0,Not specified,1,0,1,Not specified,0,Not specified,Ica,0,4,Not specified,0,0,Casa,4,0,0,480,0,Not specified,0,0,Not specified,1,480.00 m2,0,Not specified,ElCarmen-Ica,0,Not specified,0.0,0,0,1,Not specified,0,0,Not specified,Not specified,Not specified,1,0,No disponible,0,1,Not specified,1,Not specified,0,0,1,1,2.0,1,0,0,Publicado el 12.08.19,Not specified,0,3,Si,0,1,1,0,Nulo,Not specified,0,1,Not specified,Not specified,1,0,1200,0,ElCarmen,0,Not specified,0,1,160000
889,Not specified,Not specified,Not specified,0,Not specified,Not specified,Not specified,Not specified,Not specified,1,Not specified,1,1,Not specified,Not specified,Lima,1,2,Not specified,1,Not specified,Casa,3,Not specified,Not specified,250,Not specified,0,Not specified,Not specified,Not specified,0,250.00 m2,Not specified,Not specified,PuebloLibre-Lima,Not specified,Not specified,0.0,Not specified,Not specified,1,1,1,0,0,Not specified,Not specified,Not specified,Not specified,Ignacio Leon,Not specified,1,1,1,Not specified,0,0,0,3,3.0,0,Not specified,1,Publicado el 20.05.19,Not specified,Not specified,5+,Si,Not specified,0,Not specified,1,Nulo,Not specified,Not specified,Not specified,0,0,1,0,164,Not specified,PuebloLibre,Not specified,Not specified,Not specified,0,350000
890,0,Not specified,Not specified,0,Not specified,Lineales,Not specified,Not specified,0,1,Not specified,0,1,Not specified,Not specified,Lima,1,3,1,1,Not specified,Casa de campo,4,Not specified,Not specified,156,Not specified,0,Not specified,Not specified,0,1,156.00 m2,Not specified,0,Lurigancho-Lima,Not specified,Not specified,0.0,Not specified,Not specified,1,1,1,0,0,1,Muy luminoso,Not specified,Not specified,OFICINA OPEN HOUSE REAL ESTATE,Not specified,1,1,1,1,0,0,0,1,3.0,1,Not specified,0,Publicado el 10.09.19,1,Not specified,5+,Si,Not specified,1,Not specified,1,Nulo,1,Not specified,Not specified,0,0,1,1,200,Not specified,Lurigancho,Not specified,Excelente,Not specified,1,100000
